Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1370)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1383)",,,"Reconstruction Position - Unlabeled Track (1402)",,,"Reconstruction Position - Unlabeled Track (1404)",,,"Reconstruction Position - Unlabeled Track (1409)",,,"Reconstruction Position - Unlabeled Track (1430)",,,"Reconstruction Position - Unlabeled Track (1431)",,,"Reconstruction Position - Unlabeled Track (1432)",,,"Reconstruction Position - Unlabeled Track (1433)",,,"Reconstruction Position - Unlabeled Track (1438)",,,"Reconstruction Position - Unlabeled Track (1440)",,,"Reconstruction Position - Unlabeled Track (1442)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
280,0,"-983.669","-413.218","1004.39","-1215.16","212.271","878.733","-1180.46","-82.0847","1430.35","-1178.5","-710.869","507.038","-1302.77","-817.697","154.902","-1088.49","-413.576","1302.59","-1144.32","-297.177","1095.76","-1270.43","8.84699","962.481","-987.645","-247.573","844.66","-1268.23","-295.159","140.982","-1213.9","-315.523","502.878","-1326.43","-145.292","1197.25","-1174.08","-626.799","938.742","nan","nan","nan","nan","nan","nan"
281,0,"-984.366","-416.2","1004.29","-1214.58","211.462","885.199","-1181.93","-86.9519","1431.02","-1178.35","-712.669","505.647","-1303.96","-817.781","153.465","-1089.7","-418.238","1302.39","-1145.34","-301.143","1095.81","-1270.67","7.37251","965.688","-988.382","-249.007","846.047","-1268.55","-295.102","141.563","-1214.41","-317.896","502.675","-1327.38","-149.621","1197.99","-1174.87","-630.26","937.788","nan","nan","nan","nan","nan","nan"
282,0,"-985.114","-419.26","1004.17","-1214.12","210.84","892.152","-1183.36","-91.9909","1431.74","-1178.29","-714.32","504.119","-1305.02","-817.81","152.062","-1090.94","-422.892","1302.14","-1146.17","-305.052","1095.89","-1270.9","5.66464","968.776","-989.022","-250.81","847.395","-1268.78","-295.602","141.679","-1215.19","-320.094","502.799","-1328.27","-154.037","1198.67","-1175.61","-633.854","936.934","nan","nan","nan","nan","nan","nan"
283,0,"-985.89","-422.507","1004.19","-1213.57","210.071","898.537","-1184.79","-97.0969","1432.47","-1178.16","-715.948","502.83","-1305.91","-817.833","150.605","-1092.2","-427.647","1301.86","-1147.05","-309.153","1095.97","-1271.15","3.6352","971.804","-989.657","-252.716","848.729","-1268.96","-296.303","141.381","-1215.91","-322.589","502.75","-1329.24","-158.548","1199.52","-1176.36","-637.476","936.072","nan","nan","nan","nan","nan","nan"
284,0,"-986.722","-425.842","1004.14","-1213.52","209.032","905.062","-1186.31","-102.337","1433.31","-1178.02","-717.622","501.542","-1306.66","-817.927","149.121","-1093.51","-432.458","1301.56","-1147.9","-313.271","1096.02","-1271.59","1.43566","974.826","-990.155","-254.989","849.888","-1269.26","-296.52","141.868","-1216.75","-325.029","502.908","-1330.28","-163.123","1200.46","-1177.04","-641.202","935.278","nan","nan","nan","nan","nan","nan"
285,0,"-987.494","-429.357","1004.25","-1213.39","207.363","911.197","-1187.75","-107.747","1434.15","-1177.92","-719.22","500.172","-1307.42","-818.068","147.593","-1094.84","-437.433","1301.37","-1148.69","-317.422","1096.11","-1272.15","-1.05498","977.88","-990.516","-257.399","851.125","-1269.53","-296.948","142.058","-1217.53","-327.706","502.875","-1331.31","-167.822","1201.3","-1177.71","-645.051","934.535","nan","nan","nan","nan","nan","nan"
286,0,"-988.28","-433.046","1004.37","-1213.09","205.358","916.605","-1189.19","-113.229","1435","-1177.8","-720.846","498.876","-1307.96","-818.404","146.111","-1096.22","-442.502","1301.06","-1149.63","-321.728","1096.25","-1272.85","-3.71458","980.953","-990.904","-260.097","852.344","-1269.88","-297.38","142.329","-1218.39","-330.465","502.909","-1332.39","-172.614","1202.11","-1178.35","-648.85","933.684","nan","nan","nan","nan","nan","nan"
287,0,"-989.058","-437.047","1004.48","-1213.16","203.124","922.074","-1190.63","-118.84","1435.86","-1177.66","-722.505","497.475","-1308.6","-818.709","144.475","-1097.59","-447.591","1300.74","-1150.54","-326.045","1096.32","-1273.58","-6.54415","983.886","-991.325","-262.997","853.66","-1270.08","-298.102","142.217","-1219.32","-333.148","503.025","-1333.55","-177.512","1203","-1178.96","-652.753","932.865","nan","nan","nan","nan","nan","nan"
288,0,"-989.852","-441.357","1004.57","-1213.27","200.615","927.311","-1192.09","-124.591","1436.72","-1177.54","-724.148","496.02","-1309.21","-819.233","143.053","-1098.98","-452.882","1300.52","-1151.54","-330.512","1096.43","-1274.27","-9.75963","986.639","-991.633","-266.171","854.928","-1270.3","-298.66","142.373","-1220.07","-336.139","502.887","-1334.83","-182.488","1203.95","-1179.54","-656.754","932.078","nan","nan","nan","nan","nan","nan"
289,0,"-990.579","-445.833","1004.51","-1213.37","197.784","932.249","-1193.53","-130.38","1437.6","-1177.37","-725.846","494.6","-1309.83","-819.61","141.295","-1100.37","-458.253","1300.15","-1152.57","-334.993","1096.51","-1275.03","-13.177","989.287","-991.899","-269.593","856.01","-1270.67","-299.035","142.775","-1220.88","-339.164","502.803","-1336.1","-187.61","1204.84","-1180.12","-660.76","931.198","nan","nan","nan","nan","nan","nan"
290,0,"-991.335","-450.617","1004.57","-1213.58","194.619","936.887","-1194.95","-136.272","1438.45","-1177.05","-727.635","493.269","-1310.52","-820.098","139.886","-1101.76","-463.746","1299.86","-1153.73","-339.666","1096.65","-1275.76","-16.8311","991.768","-992.196","-273.271","857.175","-1270.94","-299.546","142.893","-1221.64","-342.174","502.783","-1337.37","-192.898","1205.63","-1180.69","-664.995","930.316","nan","nan","nan","nan","nan","nan"
291,0,"-992.072","-455.372","1004.47","-1213.87","191.134","941.183","-1196.42","-142.255","1439.25","-1176.73","-729.347","491.782","-1311.17","-820.48","138.24","-1103.19","-469.369","1299.53","-1154.89","-344.491","1096.81","-1276.55","-20.6485","994.183","-992.42","-277.191","858.19","-1271.33","-299.913","143.339","-1222.44","-345.296","502.774","-1338.74","-198.214","1206.51","-1181.27","-669.248","929.394","nan","nan","nan","nan","nan","nan"
292,0,"-992.838","-460.255","1004.46","-1214.24","187.344","945.036","-1197.82","-148.326","1440.03","-1176.34","-731.113","490.357","-1311.83","-820.763","136.884","-1104.57","-475.027","1299.2","-1156.14","-349.423","1096.9","-1277.33","-24.7167","996.397","-992.51","-281.377","859.203","-1271.62","-300.482","143.461","-1223.24","-348.432","502.704","-1340.11","-203.62","1207.41","-1181.86","-673.567","928.531","nan","nan","nan","nan","nan","nan"
293,0,"-993.606","-465.339","1004.54","-1214.69","183.266","948.419","-1199.31","-154.456","1440.82","-1175.84","-732.832","489.066","-1312.3","-820.897","135.402","-1105.98","-480.785","1298.82","-1157.35","-354.467","1096.92","-1278.11","-28.9113","998.455","-992.518","-285.875","860.148","-1272","-301.023","143.72","-1224.07","-351.563","502.584","-1341.43","-209.047","1208.19","-1182.42","-677.954","927.648","nan","nan","nan","nan","nan","nan"
294,0,"-994.359","-470.501","1004.56","-1215.19","178.885","951.354","-1200.78","-160.656","1441.56","-1175.38","-734.535","487.566","-1312.71","-820.974","133.86","-1107.46","-486.692","1298.46","-1158.64","-359.538","1097.02","-1278.99","-33.3369","1000.35","-992.53","-290.409","861.017","-1272.44","-301.437","144.137","-1224.86","-354.837","502.462","-1342.7","-214.548","1208.91","-1183.05","-682.413","926.754","nan","nan","nan","nan","nan","nan"
295,0,"-995.129","-475.934","1004.73","-1215.77","174.199","953.806","-1202.28","-166.904","1442.31","-1174.78","-736.213","486.329","-1313.13","-820.948","132.56","-1108.93","-492.627","1298.17","-1159.98","-364.927","1097.28","-1279.86","-37.9617","1002.03","-992.286","-294.84","862.02","-1272.86","-302.084","144.409","-1225.7","-358.031","502.442","-1343.92","-220.152","1209.65","-1183.66","-686.868","925.907","nan","nan","nan","nan","nan","nan"
296,0,"-995.922","-481.519","1004.87","-1216.5","169.477","955.72","-1203.67","-173.157","1443","-1174.05","-737.846","485.184","-1313.33","-820.814","131.05","-1110.45","-498.639","1297.87","-1161.25","-370.162","1097.42","-1280.84","-42.8622","1003.49","-992.273","-300.214","862.745","-1273.23","-302.725","144.6","-1226.45","-361.503","502.141","-1345.2","-225.737","1210.42","-1184.26","-691.359","925.155","nan","nan","nan","nan","nan","nan"
297,0,"-996.728","-487.368","1005.08","-1217.07","164.279","957.182","-1205.17","-179.508","1443.79","-1173.42","-739.43","484.066","-1313.64","-820.582","129.646","-1112.01","-504.705","1297.65","-1162.56","-375.601","1097.59","-1281.82","-47.8683","1004.75","-992.091","-305.909","863.313","-1273.63","-303.473","144.907","-1227.16","-364.865","502.055","-1346.39","-231.325","1211.11","-1184.91","-695.97","924.521","nan","nan","nan","nan","nan","nan"
298,0,"-997.562","-493.462","1005.26","-1217.85","158.909","958.299","-1206.64","-185.9","1444.6","-1172.74","-740.97","483.01","-1313.88","-820.457","128.341","-1113.61","-510.882","1297.48","-1163.9","-381.022","1097.74","-1282.87","-53.1015","1005.71","-991.79","-311.803","863.761","-1274.16","-303.903","145.556","-1227.92","-368.404","501.941","-1347.62","-236.922","1211.86","-1185.56","-700.542","923.898","nan","nan","nan","nan","nan","nan"
299,0,"-998.418","-499.783","1005.43","-1218.73","153.37","959.039","-1208.02","-192.268","1445.4","-1172.09","-742.608","482.065","-1314.18","-820.214","127.102","-1115.27","-517.168","1297.42","-1165.24","-386.602","1098.02","-1284","-58.5338","1006.37","-991.303","-318.026","864.209","-1274.46","-304.743","145.744","-1228.59","-371.939","501.692","-1348.78","-242.516","1212.45","-1186.17","-705.104","923.301","nan","nan","nan","nan","nan","nan"
300,0,"-999.297","-506.315","1005.63","-1219.7","147.657","959.36","-1209.46","-198.667","1446.26","-1171.49","-744.292","481.03","-1314.47","-820.147","125.956","-1117","-523.381","1297.25","-1166.58","-392.171","1098.23","-1285.18","-64.1511","1006.81","-990.756","-324.546","864.542","-1274.94","-305.496","146.167","-1229.37","-375.476","501.439","-1349.94","-248.119","1213.06","-1186.84","-709.666","922.699","nan","nan","nan","nan","nan","nan"
301,0,"-1000.1","-512.735","1006.18","-1220.74","141.7","959.297","-1210.85","-205.136","1447.12","-1171.02","-746.081","480.082","-1314.68","-820.163","124.816","-1118.76","-529.699","1297.18","-1168.02","-397.927","1098.56","-1286.41","-69.9184","1006.98","-990.169","-331.425","864.75","-1275.25","-306.419","146.336","-1230.16","-378.932","501.232","-1351.04","-253.708","1213.44","-1187.54","-714.245","922.079","nan","nan","nan","nan","nan","nan"
302,0,"-1000.96","-519.748","1006.48","-1221.86","135.586","958.88","-1212.22","-211.562","1447.97","-1170.68","-747.914","479.376","-1315","-820.205","123.788","-1120.6","-536.052","1297.09","-1169.29","-403.556","1098.95","-1287.71","-75.8553","1006.88","-989.593","-338.554","864.844","-1275.78","-307.203","146.839","-1230.68","-382.458","501.066","-1352.18","-259.316","1213.84","-1188.14","-718.836","921.517","nan","nan","nan","nan","nan","nan"
303,0,"-1001.98","-527.131","1006.53","-1223.02","129.308","957.993","-1213.64","-218.05","1448.84","-1170.49","-749.679","478.57","-1315.11","-820.329","122.448","-1122.44","-542.43","1297.1","-1170.57","-409.315","1099.32","-1289.07","-81.8964","1006.55","-989.042","-346.094","864.87","-1276.14","-307.985","147.249","-1231.48","-385.873","500.887","-1353.37","-264.923","1214.19","-1189.56","-722.738","920.5","nan","nan","nan","nan","nan","nan"
304,0,"-1002.9","-534.498","1006.95","-1224.27","122.856","956.658","-1215.01","-224.404","1449.7","-1170.34","-751.458","477.847","-1315.51","-820.516","121.67","-1124.3","-548.931","1297.24","-1171.9","-415.104","1099.79","-1290.51","-88.0676","1005.96","-988.393","-353.994","864.745","-1276.57","-308.944","147.531","-1232.99","-389.247","500.767","-1354.58","-270.449","1214.48","-1190.4","-727.094","919.77","nan","nan","nan","nan","nan","nan"
305,0,"-1003.81","-542.034","1007.47","-1225.53","116.194","954.729","-1216.45","-230.777","1450.66","-1170.2","-753.217","477.253","-1315.69","-820.583","120.568","-1126.2","-555.346","1297.31","-1173.1","-420.809","1100.27","-1292.16","-94.4024","1005.15","-987.782","-362.213","864.612","-1277.01","-309.67","148.236","-1233.76","-392.816","500.469","-1355.8","-275.941","1214.72","-1191.06","-731.975","919.042","nan","nan","nan","nan","nan","nan"
306,0,"-1004.56","-549.353","1008.32","-1226.93","109.244","952.299","-1217.93","-237.11","1451.65","-1169.95","-755.042","476.843","-1315.95","-820.695","119.783","-1128.05","-561.813","1297.55","-1174.37","-426.565","1100.84","-1293.96","-100.905","1004.09","-987.138","-370.747","864.279","-1277.33","-310.579","148.731","-1234.62","-396.164","500.143","-1357.07","-281.361","1215.05","-1191.67","-736.315","918.564","nan","nan","nan","nan","nan","nan"
307,0,"-1005.58","-557.495","1008.59","-1228.47","101.966","949.312","-1219.38","-243.283","1452.72","-1169.62","-756.843","476.303","-1316.16","-820.789","119.27","-1129.95","-568.282","1297.82","-1175.64","-432.334","1101.41","-1295.88","-107.689","1002.66","-986.475","-379.605","863.897","-1277.72","-311.495","149.437","-1235.32","-399.649","499.845","-1358.23","-286.759","1215.32","-1192.2","-740.538","918.254","nan","nan","nan","nan","nan","nan"
308,0,"-1006.48","-565.489","1009.28","-1230.12","94.392","945.715","-1220.93","-249.463","1453.89","-1170.27","-758.155","475.009","-1316.3","-820.827","118.846","-1131.86","-574.774","1298.18","-1176.87","-438.067","1102.18","-1297.93","-114.656","1000.94","-985.783","-388.833","863.39","-1277.99","-312.834","149.607","-1236.18","-403.2","499.512","-1359.37","-292.054","1215.68","-1192.58","-744.841","918.215","nan","nan","nan","nan","nan","nan"
309,0,"-1007.39","-573.719","1010.07","-1231.88","86.402","941.43","-1222.49","-255.458","1455.13","-1169.93","-759.827","474.943","-1316.34","-820.909","118.489","-1133.83","-581.246","1298.53","-1178.14","-443.88","1103.09","-1300.19","-121.95","998.879","-985.07","-398.432","862.779","-1278.31","-314.003","150.106","-1236.92","-406.563","499.288","-1360.48","-297.244","1216.21","-1192.8","-749.066","918.261","nan","nan","nan","nan","nan","nan"
310,0,"-1008.32","-582.13","1010.97","-1233.86","77.9996","936.59","-1224.02","-261.386","1456.41","-1169.67","-761.456","474.899","-1316.29","-821.079","118.081","-1135.85","-587.731","1298.99","-1179.4","-449.583","1104","-1302.64","-129.605","996.479","-984.3","-408.427","862.108","-1278.52","-315.432","150.561","-1237.65","-410.211","498.944","-1361.53","-302.329","1216.87","-1193.15","-753.166","918.882","nan","nan","nan","nan","nan","nan"
311,0,"-1009.24","-590.704","1012","-1236.03","69.1321","930.978","-1225.54","-267.303","1457.75","-1169.56","-763.29","475.023","-1316.31","-821.303","117.914","-1137.88","-594.25","1299.59","-1180.71","-455.368","1105.1","-1305.31","-137.582","993.843","-983.559","-418.769","861.336","-1278.63","-316.621","151.168","-1238.42","-413.707","498.565","-1362.49","-307.343","1217.55","-1193.53","-756.843","919.094","nan","nan","nan","nan","nan","nan"
312,0,"-1010.22","-599.446","1012.99","-1238.43","59.8015","924.639","-1227.11","-273.189","1459.18","-1169.68","-765.227","475.388","-1316.31","-821.562","117.793","-1139.97","-600.8","1300.33","-1182.04","-461.104","1106.36","-1308.15","-145.794","991.037","-982.881","-429.408","860.441","-1278.91","-317.824","151.893","-1239.15","-417.187","498.261","-1363.29","-312.256","1218.34","-1193.83","-760.225","919.155","nan","nan","nan","nan","nan","nan"
313,0,"-1011.24","-608.36","1014.14","-1241.22","50.0287","917.798","-1228.57","-278.845","1460.68","-1170.03","-767.106","475.478","-1316.41","-821.863","117.648","-1142.08","-607.388","1301.27","-1183.24","-466.746","1107.65","-1311.26","-154.294","988.145","-982.259","-440.451","859.499","-1278.95","-319.744","151.678","-1239.85","-420.525","498.033","-1364.02","-316.974","1219.25","-1194.02","-763.607","919.501","nan","nan","nan","nan","nan","nan"
314,0,"-1012.32","-617.531","1015.4","-1243.94","40.5103","910.569","-1230.06","-284.53","1462.41","-1170.55","-769.031","475.73","-1316.55","-822.159","117.534","-1144.16","-613.877","1302.23","-1184.62","-472.423","1109.13","-1314.02","-162.17","985.273","-981.748","-451.893","858.401","-1279.21","-320.77","152.763","-1240.39","-423.928","497.512","-1364.61","-321.673","1220.36","-1194.18","-766.793","919.961","nan","nan","nan","nan","nan","nan"
315,0,"-1013.49","-626.846","1016.68","-1247.57","29.7949","902.97","-1231.48","-290.122","1464.22","-1171.28","-770.894","475.99","-1316.77","-822.419","117.483","-1146.23","-620.298","1303.2","-1185.85","-478.025","1110.6","-1317.38","-171.104","982.128","-981.333","-463.623","857.308","-1279.18","-322.469","152.943","-1241.12","-427.298","497.724","-1365.13","-326.265","1221.51","-1194.26","-769.87","920.505","nan","nan","nan","nan","nan","nan"
316,0,"-1014.77","-636.454","1018.07","-1251.3","18.9128","894.502","-1232.84","-295.587","1466.12","-1172.15","-772.574","476.224","-1316.97","-822.666","117.395","-1148.29","-626.724","1304.39","-1187.09","-483.635","1112.27","-1320.82","-180.241","978.791","-981.14","-475.756","856.01","-1279.4","-323.5","153.964","-1241.53","-430.592","497.316","-1365.57","-330.753","1222.56","-1194.34","-772.873","921.285","nan","nan","nan","nan","nan","nan"
317,0,"-1016","-646.091","1019.54","-1255.4","7.63537","885.657","-1234.15","-301.043","1468.05","-1173.16","-774.032","476.552","-1317.18","-822.857","117.266","-1150.34","-633.051","1305.63","-1188.24","-489.06","1113.86","-1324.35","-189.553","975.339","-981.192","-488.135","854.592","-1279.35","-325.717","153.673","-1242","-433.506","496.734","-1366.02","-335.092","1223.56","-1194.28","-775.639","921.864","nan","nan","nan","nan","nan","nan"
318,0,"-1017.44","-655.806","1020.89","-1259.89","-4.16989","876.717","-1235.49","-306.429","1470.07","-1174.26","-775.261","476.862","-1317.39","-823.037","117.224","-1152.39","-639.202","1306.85","-1189.41","-494.555","1115.65","-1327.99","-199.016","971.908","-981.827","-501.223","852.775","-1279.51","-327.13","154.308","-1242.15","-436.656","496.404","-1366.48","-339.38","1224.45","-1194.11","-778.255","922.489","nan","nan","nan","nan","nan","nan"
319,0,"-1018.95","-665.607","1022.37","-1264.71","-16.3558","867.531","-1236.67","-311.674","1472.04","-1175.49","-776.211","477.207","-1317.53","-823.199","117.279","-1154.41","-645.195","1308.03","-1190.52","-499.932","1117.37","-1331.8","-208.668","968.549","-982.192","-514.283","851.223","-1279.34","-328.607","154.921","-1242.22","-439.78","496.014","-1366.91","-343.55","1225.16","-1193.9","-780.725","923.1","nan","nan","nan","nan","nan","nan"
