Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (739)",,,"Reconstruction Position - Unlabeled Track (740)",,,"Reconstruction Position - Unlabeled Track (741)",,,"Reconstruction Position - Unlabeled Track (742)",,,"Reconstruction Position - Unlabeled Track (743)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
665,0,"991.602","-1197.12","437.408","1222.08","-1258.13","1560.73","1247.22","-1136.23","435.848","nan","nan","nan","1363.91","-1103.14","1332.44","1199.08","-1220.73","1244.31","863.644","-1066.99","103.27","1003.67","-1151.36","1339.07","900.736","-1034.83","1033","1017.06","-1287.99","1033.73","1294.56","-1160.91","946.007","1002.75","-1157.46","955.606"
666,0,"991.125","-1196.37","438.047","1223.39","-1257.81","1560.82","1247.57","-1136.01","435.878","nan","nan","nan","1365.63","-1103.77","1332.22","1200.29","-1220.38","1244.12","864.279","-1066.9","103.612","1005.14","-1150.71","1339.49","902.393","-1034.59","1033.31","1017.09","-1288.44","1035.07","1294.81","-1160.47","945.858","1003.44","-1155.85","956.162"
667,0,"990.652","-1195.58","438.665","1224.63","-1257.49","1560.89","1247.95","-1135.65","435.846","1280.22","-1043.06","79.668","1367.28","-1104.44","1332.03","1201.5","-1220.02","1243.9","864.878","-1066.82","103.904","1006.64","-1150.01","1339.89","904.275","-1034.53","1033.55","1017.07","-1288.94","1036.57","1295.06","-1160.01","945.573","1004.09","-1154.16","956.618"
668,0,"990.177","-1194.81","439.341","1225.79","-1257.14","1560.95","1248.31","-1135.3","435.844","1280.21","-1043.09","79.5878","1368.87","-1105.11","1331.83","1202.62","-1219.6","1243.62","865.366","-1066.73","104.076","1008.16","-1149.16","1340.19","905.973","-1034.37","1033.64","1016.92","-1289.39","1038.1","1295.16","-1159.53","945.333","1004.66","-1152.44","956.998"
669,0,"989.737","-1194.07","440.114","1226.86","-1256.79","1561.02","1248.69","-1134.86","435.835","1280.19","-1043.06","79.4858","1370.46","-1105.71","1331.54","1203.73","-1219.16","1243.34","865.987","-1066.65","104.432","1009.66","-1148.23","1340.49","907.785","-1034.23","1033.8","1016.69","-1289.89","1039.74","1295.34","-1159","945.043","1005.13","-1150.69","957.341"
670,0,"989.287","-1193.32","440.919","1227.83","-1256.45","1561.14","1249.09","-1134.41","435.852","nan","nan","nan","1372.05","-1106.19","1331.21","1204.78","-1218.72","1243.07","866.675","-1066.54","104.621","1011.15","-1147.22","1340.77","909.701","-1034.1","1033.89","1016.35","-1290.52","1041.44","1295.48","-1158.41","944.741","1005.58","-1148.92","957.794"
671,0,"988.784","-1192.41","441.617","1228.68","-1256.05","1561.31","1249.44","-1133.97","435.887","1279.84","-1041.83","77.4184","1373.69","-1106.53","1330.9","1205.79","-1218.25","1242.85","867.37","-1066.36","104.838","1012.59","-1146.14","1341.05","911.581","-1033.94","1033.9","1015.91","-1291.15","1043.1","1295.61","-1157.74","944.412","1005.93","-1147.07","958.206"
672,0,"988.171","-1191.35","442.217","1229.32","-1255.7","1561.4","1249.72","-1133.46","435.947","1279.85","-1041.78","77.4016","1375.31","-1106.73","1330.7","1206.72","-1217.74","1242.69","868.069","-1066.2","105.114","1014.01","-1145.05","1341.34","913.581","-1033.8","1033.84","1015.4","-1291.73","1044.73","1295.71","-1157.05","944.12","1005.66","-1145.4","959.414"
673,0,"987.451","-1190.26","442.955","1229.9","-1255.24","1561.62","1249.95","-1132.95","436.046","1279.83","-1041.74","77.3903","1376.88","-1106.79","1330.62","nan","nan","nan","868.823","-1066.04","105.383","1015.43","-1143.97","1341.68","915.392","-1033.57","1033.81","1014.9","-1292.29","1046.41","1295.87","-1156.31","943.793","1006.83","-1143.16","958.946"
674,0,"986.596","-1189.02","443.772","1230.35","-1254.75","1561.87","1250.22","-1132.45","436.09","1279.85","-1041.75","77.518","1378.4","-1106.73","1330.68","1207.61","-1217.42","1242.51","869.581","-1065.84","105.579","1016.83","-1142.9","1342.09","917.43","-1033.35","1033.77","1014.36","-1292.87","1047.94","1296.01","-1155.57","943.493","1007.32","-1141.19","959.54"
675,0,"985.764","-1187.73","444.671","1230.62","-1254.2","1562.13","1250.58","-1131.96","436.146","1279.89","-1041.76","77.6334","1379.84","-1106.56","1330.83","nan","nan","nan","870.49","-1065.67","105.865","1018.2","-1141.77","1342.48","919.227","-1033.14","1033.69","1013.97","-1293.42","1049.37","1296.15","-1154.82","943.301","1007.25","-1139.8","960.626"
676,0,"984.904","-1186.21","445.522","1230.78","-1253.76","1562.51","1251.03","-1131.45","436.242","nan","nan","nan","1381.23","-1106.33","1331.06","1209.94","-1215.51","1243.08","871.466","-1065.42","106.17","1019.53","-1140.65","1342.91","921.211","-1032.88","1033.63","1013.58","-1293.92","1050.7","1296.23","-1154.05","943.075","1007.99","-1137.86","960.938"
677,0,"984.006","-1184.42","446.275","1230.78","-1253.12","1562.85","1251.51","-1130.96","436.31","nan","nan","nan","1382.52","-1106.07","1331.32","1210.69","-1214.8","1243.43","872.528","-1065.07","106.433","1020.82","-1139.44","1343.29","922.944","-1032.62","1033.61","1013.13","-1294.44","1051.76","1296.32","-1153.27","942.871","1008.36","-1136.1","961.683"
678,0,"982.975","-1182.68","447.334","1230.6","-1252.34","1563.13","1251.9","-1130.51","436.376","1280.43","-1042.75","79.3905","1383.71","-1105.84","1331.62","1211.44","-1214.04","1243.84","873.605","-1064.71","106.654","1022.03","-1138.2","1343.66","924.513","-1032.31","1033.67","1012.47","-1294.95","1052.47","1296.4","-1152.49","942.692","1008.48","-1134.72","962.701"
679,0,"981.85","-1180.79","448.381","1230.28","-1251.48","1563.43","1252.23","-1130.01","436.416","nan","nan","nan","1384.81","-1105.63","1331.99","1212.19","-1213.21","1244.33","874.884","-1064.25","106.743","1023.2","-1136.92","1344.08","926.094","-1031.9","1033.74","1011.08","-1295.8","1052.92","1296.42","-1151.61","942.509","1008.41","-1130.76","965.476"
680,0,"980.641","-1178.69","449.432","1229.79","-1250.49","1563.75","1252.5","-1129.53","436.462","nan","nan","nan","1385.74","-1105.46","1332.41","1212.88","-1212.34","1244.83","876.399","-1063.76","106.896","1024.28","-1135.6","1344.51","927.508","-1031.41","1033.93","1009.91","-1295.57","1052.99","1296.51","-1150.76","942.361","1009.3","-1130.58","964.891"
681,0,"979.429","-1176.3","450.386","1229.17","-1249.37","1564.11","1252.81","-1129.06","436.458","1280.27","-1041.86","77.5727","1386.56","-1105.31","1332.86","1213.53","-1211.44","1245.36","877.981","-1063.23","106.988","1025.29","-1134.22","1344.96","928.804","-1030.6","1034.17","1008.24","-1295.61","1052.68","nan","nan","nan","1009.42","-1128.66","965.907"
682,0,"978.198","-1173.82","451.467","1228.36","-1248.11","1564.49","1253.1","-1128.61","436.492","1280.31","-1041.73","77.3605","1387.23","-1105.14","1333.44","1214.09","-1210.55","1245.93","879.8","-1062.61","107.012","1026.22","-1132.8","1345.41","929.991","-1029.6","1034.46","1006.49","-1295.58","1052.17","nan","nan","nan","1009.35","-1126.73","967.244"
683,0,"976.951","-1171.12","452.37","1227.43","-1246.66","1564.89","1253.36","-1128.21","436.563","1280.31","-1041.64","77.2547","1387.79","-1104.97","1334.06","1214.59","-1209.6","1246.51","881.632","-1061.78","106.796","1027.1","-1131.32","1345.85","931.167","-1028.4","1034.84","1004.68","-1295.52","1051.36","1296.74","-1148.1","941.968","1009.33","-1124.68","968.742"
684,0,"975.723","-1168.34","453.204","1226.37","-1244.98","1565.29","1253.62","-1127.82","436.647","1280.29","-1041.57","77.2264","1388.21","-1104.77","1334.73","1215.04","-1208.61","1247.08","883.399","-1060.71","106.552","1027.89","-1129.75","1346.23","932.054","-1027","1035.19","1002.6","-1295.15","1050.03","1296.83","-1147.16","941.939","1008.11","-1121.16","972.527"
685,0,"974.586","-1165.43","453.849","1225.4","-1243.5","1565.85","1253.86","-1127.51","436.754","1280.29","-1041.55","77.2466","1388.52","-1104.49","1335.4","1215.37","-1207.53","1247.62","885.19","-1059.49","106.427","1028.57","-1128.09","1346.59","932.761","-1025.42","1035.57","999.548","-1294.48","1049.33","1296.91","-1146.17","941.956","nan","nan","nan"
686,0,"973.759","-1162.38","454.286","1224.37","-1241.92","1566.43","1254.1","-1127.27","436.877","1280.3","-1041.56","77.3155","1388.72","-1104.16","1336.09","1215.63","-1206.39","1248.14","886.692","-1058.06","106.318","1029.08","-1126.31","1346.91","933.197","-1023.57","1035.88","997.691","-1293.48","1046.38","1297.03","-1145.17","942.108","nan","nan","nan"
687,0,"973.448","-1159.39","454.69","1223.27","-1240.25","1566.99","1254.37","-1127.08","437.006","1280.33","-1041.6","77.4595","1388.82","-1103.74","1336.74","1215.79","-1205.17","1248.63","887.952","-1056.33","106.377","1029.46","-1124.42","1347.22","933.603","-1021.62","1036.3","995.043","-1292.26","1044.25","nan","nan","nan","1008.66","-1117.04","975.529"
688,0,"973.597","-1156.62","455","1222.09","-1238.49","1567.53","1254.63","-1126.9","437.162","1280.39","-1041.71","77.7056","1388.83","-1103.44","1337.17","1215.88","-1203.9","1249.1","889.184","-1054.07","106.662","1029.67","-1122.4","1347.48","933.607","-1019.38","1036.66","992.263","-1290.66","1041.72","nan","nan","nan","1008.64","-1115.92","976.086"
689,0,"973.919","-1154.1","455.108","1220.89","-1236.6","1568.07","1254.86","-1126.81","437.349","1280.43","-1041.81","77.9671","1388.62","-1102.77","1337.63","1215.82","-1202.5","1249.49","890.295","-1051.06","106.873","1029.7","-1120.25","1347.66","933.507","-1016.9","1037.07","989.376","-1288.74","1039.12","1297.23","-1141.89","942.524","nan","nan","nan"
690,0,"974.031","-1151.83","455.242","1219.61","-1234.61","1568.55","1255.07","-1126.76","437.515","1280.38","-1041.57","77.5359","1388.25","-1101.86","1338.09","1215.69","-1201.05","1249.89","891.268","-1047.31","107.301","1029.78","-1118.19","1347.98","933.167","-1014.14","1037.44","986.424","-1286.44","1036.48","1297.26","-1140.66","942.669","nan","nan","nan"
691,0,"973.739","-1149.47","455.156","1218.26","-1232.5","1568.99","1255.29","-1126.72","437.711","1280.39","-1041.5","77.3867","1387.76","-1100.75","1338.51","1215.44","-1199.51","1250.29","892.197","-1042.77","107.493","1029.49","-1115.81","1348.05","932.786","-1011.12","1037.78","983.398","-1283.76","1033.54","1297.28","-1139.41","942.895","1008.21","-1112.74","976.892"
692,0,"972.956","-1147.19","455.16","1216.85","-1230.28","1569.41","1255.5","-1126.72","437.896","1280.42","-1041.49","77.3135","1387.2","-1099.45","1338.93","1215.11","-1197.92","1250.72","893.043","-1037.41","107.858","1029","-1113.35","1348.09","932.396","-1007.9","1038.16","980.091","-1280.88","1030.41","1297.26","-1138.1","943.083","1008.03","-1111.78","976.85"
693,0,"971.853","-1145.01","455.063","1215.34","-1227.94","1569.8","1255.71","-1126.79","438.111","1280.48","-1041.47","77.2357","1386.59","-1097.95","1339.37","1214.65","-1196.2","1251.15","893.966","-1031.31","108.485","1028.34","-1110.79","1348.05","932.022","-1004.56","1038.65","977.401","-1277.22","1026.05","nan","nan","nan","1007.89","-1110.86","976.656"
694,0,"970.462","-1142.97","454.933","1213.74","-1225.52","1570.17","1255.92","-1126.89","438.334","1280.58","-1041.49","77.282","1385.91","-1096.23","1339.9","1214.08","-1194.39","1251.62","894.69","-1024.59","109.47","1027.33","-1108.15","1348.08","931.105","-1000.79","1038.97","973.221","-1274.37","1022.6","1297.17","-1135.59","943.5","1008.61","-1109.19","976.544"
695,0,"968.845","-1141.09","454.802","1212.03","-1223","1570.52","1256.12","-1127","438.525","1280.72","-1041.53","77.4228","1385.19","-1094.32","1340.46","1213.38","-1192.42","1252.08","895.049","-1017.29","110.593","1026.42","-1105.44","1347.88","928.319","-995.493","1039.25","969.459","-1270.59","1018.39","1297.06","-1134.32","943.786","1008.57","-1109.47","975.466"
696,0,"967.129","-1139.13","454.542","1210.23","-1220.41","1570.84","1256.38","-1127.19","438.735","1280.81","-1041.54","77.4987","1384.41","-1092.24","1341.05","1212.59","-1190.37","1252.56","895.074","-1009.37","111.784","1025.42","-1102.75","1347.67","927.556","-991.352","1039.38","965.467","-1266.53","1013.94","1296.87","-1133.04","944.147","1008.61","-1109.47","974.078"
697,0,"965.39","-1137.37","454.398","1208.31","-1217.73","1571.15","1256.68","-1127.44","438.963","1280.91","-1041.57","77.6386","1383.56","-1090","1341.69","1211.69","-1188.21","1253.08","894.89","-1000.93","113.017","1024.31","-1099.97","1347.33","926.774","-987.173","1039.48","961.216","-1262.21","1009.19","1296.57","-1131.75","944.554","nan","nan","nan"
698,0,"963.726","-1135.61","454.099","1206.29","-1214.97","1571.41","1256.95","-1127.73","439.164","1281","-1041.63","77.8182","1382.61","-1087.61","1342.32","1210.67","-1185.93","1253.58","894.431","-992.01","114.463","1023.06","-1097.12","1346.92","926.022","-983.017","1039.54","956.708","-1257.65","1004.21","1296.23","-1130.53","945.068","nan","nan","nan"
699,0,"962.133","-1134.12","453.993","1204.15","-1212.14","1571.63","1257.17","-1128.11","439.373","1281.07","-1041.69","77.9832","1381.59","-1085.12","1342.96","1209.58","-1183.57","1254.1","893.662","-982.703","116.14","1021.7","-1094.19","1346.51","925.119","-978.773","1039.67","952.004","-1252.85","999.054","1295.73","-1129.29","945.503","1010.41","-1110.9","973.87"
700,0,"960.554","-1132.51","453.644","1201.89","-1209.27","1571.8","1257.33","-1128.54","439.601","1281.15","-1041.82","78.2336","1380.46","-1082.49","1343.62","1208.37","-1181.16","1254.62","892.633","-973.098","118.048","1020.18","-1091.16","1346.06","924.553","-975.388","1040.22","947.153","-1247.84","993.615","nan","nan","nan","1010.01","-1110.88","972.924"
701,0,"958.99","-1130.9","453.276","1199.5","-1206.35","1571.88","1257.38","-1129","439.883","1281.18","-1041.8","78.1791","1379.21","-1079.78","1344.31","1207.04","-1178.6","1255.08","891.411","-963.225","120.214","1018.56","-1087.98","1345.54","923.014","-970.075","1039.88","942.115","-1242.58","987.903","nan","nan","nan","1006.9","-1108.25","972.407"
702,0,"957.331","-1129.26","452.932","1196.95","-1203.39","1571.88","1257.37","-1129.5","440.195","1281.22","-1041.83","78.1664","1377.86","-1076.96","1345.04","1205.7","-1175.98","1255.61","890.087","-953.151","122.686","1016.81","-1084.67","1345.01","921.833","-965.753","1039.91","936.838","-1237.02","982.026","nan","nan","nan","1005.14","-1103.69","971.259"
703,0,"955.688","-1127.43","452.399","1194.25","-1200.43","1571.8","1257.31","-1130.08","440.571","1281.25","-1041.84","78.1153","1376.37","-1074.01","1345.77","1204.27","-1173.23","1256.14","888.605","-942.931","125.479","1014.96","-1081.29","1344.51","920.689","-961.329","1039.95","931.4","-1231.25","975.959","nan","nan","nan","nan","nan","nan"
704,0,"954.059","-1125.35","451.538","1191.35","-1197.47","1571.6","1257.18","-1130.82","441.042","1281.31","-1041.91","78.1444","1374.71","-1070.92","1346.49","1202.73","-1170.4","1256.65","886.788","-932.638","128.512","1013","-1077.78","1343.99","919.49","-956.95","1039.81","925.761","-1225.37","969.643","nan","nan","nan","nan","nan","nan"
705,0,"952.403","-1123.23","450.657","1188.28","-1194.52","1571.3","1257.05","-1131.58","441.455","1281.35","-1041.98","78.1654","1372.98","-1067.69","1347.27","1201.12","-1167.47","1257.22","884.78","-922.411","131.772","1010.9","-1074.18","1343.42","918.334","-952.637","1039.68","919.937","-1219.34","963.074","1291.35","-1121.67","947.722","nan","nan","nan"
706,0,"950.842","-1120.85","449.56","1185","-1191.6","1570.86","1256.83","-1132.44","441.932","1281.4","-1042.1","78.3253","1371.15","-1064.3","1348.02","1199.39","-1164.44","1257.8","882.522","-912.215","135.148","1008.78","-1070.5","1342.86","917.057","-948.395","1039.44","913.947","-1212.92","956.538","1290.34","-1120.18","948.08","nan","nan","nan"
707,0,"949.369","-1118.45","448.561","1181.55","-1188.71","1570.31","1256.55","-1133.27","442.432","1281.48","-1042.26","78.5806","1369.19","-1060.74","1348.8","1197.57","-1161.32","1258.44","880.181","-902.127","138.804","1006.55","-1066.75","1342.23","915.736","-944.23","1039.08","907.89","-1206.27","949.916","1289.26","-1118.65","948.543","nan","nan","nan"
708,0,"948.022","-1115.94","447.469","1177.92","-1185.86","1569.61","1256.15","-1134.18","443.028","1281.56","-1042.39","78.7807","1367.15","-1057.05","1349.59","1195.64","-1158.1","1259.09","877.611","-892.272","142.34","1004.26","-1062.97","1341.57","914.619","-940.181","1038.81","901.91","-1199.41","943.127","1288.1","-1117.05","948.957","nan","nan","nan"
709,0,"946.751","-1113.41","446.41","1174.11","-1183.06","1568.74","1255.67","-1135.12","443.795","1281.61","-1042.5","78.9249","1365.05","-1053.2","1350.42","1193.58","-1154.76","1259.73","875.088","-882.677","146.078","1001.86","-1059.08","1340.84","913.448","-936.225","1038.4","895.337","-1192.51","936.283","1286.86","-1115.31","949.35","nan","nan","nan"
710,0,"945.382","-1110.83","445.389","1170.1","-1180.3","1567.71","1255.1","-1136.09","444.681","1281.66","-1042.61","79.0832","1362.83","-1049.23","1351.21","1191.45","-1151.32","1260.36","872.592","-873.289","149.731","999.376","-1055.13","1340.01","912.302","-932.429","1038","888.942","-1185.41","929.292","1285.56","-1113.52","949.706","nan","nan","nan"
711,0,"943.726","-1108.07","444.31","1165.89","-1177.58","1566.52","1254.46","-1137.04","445.571","1281.69","-1042.76","79.2874","1360.52","-1045.11","1351.99","1189.23","-1147.79","1260.95","869.969","-864.224","153.259","996.875","-1051.1","1339.2","911.051","-928.721","1037.54","882.591","-1178.09","922.511","1284.39","-1111.74","949.512","nan","nan","nan"
712,0,"941.725","-1105.18","443.409","1161.45","-1174.9","1565.17","1253.77","-1137.91","446.368","1281.78","-1043.03","79.7654","1358.14","-1040.93","1352.73","1186.9","-1144.15","1261.49","867.284","-855.516","156.661","994.236","-1046.98","1338.36","909.398","-925.095","1036.94","876.285","-1170.56","915.903","1283.93","-1110.16","948.474","nan","nan","nan"
713,0,"939.626","-1101.94","442.338","1156.76","-1172.26","1563.64","1253.08","-1138.72","447.077","1281.82","-1043.16","79.9774","1355.67","-1036.68","1353.42","1184.46","-1140.43","1261.97","864.653","-847.166","159.847","991.612","-1043.09","1337.91","907.308","-921.474","1036.11","869.926","-1162.86","909.39","1283.72","-1105.98","948.796","nan","nan","nan"
714,0,"937.545","-1098.53","441.238","1151.84","-1169.63","1561.9","1252.36","-1139.48","447.706","1281.88","-1043.4","80.4001","1353.12","-1032.43","1354.02","1181.9","-1136.58","1262.38","861.919","-839.177","162.705","988.831","-1038.76","1337.04","905.44","-917.955","1035.49","863.402","-1154.99","902.791","1282.08","-1103.76","949.217","nan","nan","nan"
715,0,"935.65","-1095.04","440.112","1146.69","-1167.02","1559.95","1251.62","-1140.21","448.337","1281.87","-1043.46","80.4222","1350.43","-1028.19","1354.52","1179.24","-1132.67","1262.73","859.328","-831.565","165.295","986","-1034.33","1336.14","903.356","-914.47","1034.74","856.73","-1146.97","896.229","1280.3","-1101.38","949.614","990.346","-1084.16","967.82"
